index,name,family,bank,technical,residual,peak,rms,crest075_db,safety_hit_pct_102,dc,w0_30_db,w30_80_db,w80_180_db,w180_400_db,w400_750_db,low80_180_db,low180_400_rel_db,low400_750_rel_db,near_peak90_075_pct,tail_rms_db,tail_mean,decay_drop_db,safety_hit_pct_91,delta_safety,stage103_added_trim,predicted_safety_linear
182,Black Foundry / SUSTAIN,INDUSTRIAL,SUSTAIN,1,1,0.922571,0.0786229,12.3785,0.00416667,-1.18176e-08,-9.18649,-10.7871,-9.30814,-13.6692,-16.4382,-21.5524,-1.35526,-5.45909,0.258333,-102.171,-3.99845e-08,50.7296,0.0,0.00416667,1.0,0.00416667
183,Steel Chamber / SUSTAIN,INDUSTRIAL,SUSTAIN,1,1,0.922571,0.0777374,12.4287,0.00833333,-2.0865e-08,-8.8298,-10.1939,-9.08158,-13.9943,-17.208,-20.6454,-1.70407,-6.11975,0.241667,-102.245,-2.05962e-08,50.5745,0.0,0.00833333,1.0,0.00833333
184,Container Impact / SUSTAIN,INDUSTRIAL,SUSTAIN,1,1,0.922571,0.0858225,11.7978,0.00625,-4.56364e-09,-8.73307,-10.0406,-9.01715,-13.0779,-15.5031,-21.3865,-1.65457,-4.94831,0.355556,-99.7522,1.77026e-08,50.6435,0.0,0.00625,1.0,0.00625
185,Factory Floor / SUSTAIN,INDUSTRIAL,SUSTAIN,1,1,0.922571,0.0872721,11.6276,0.00416667,-1.46022e-08,-8.60583,-10.084,-8.64959,-12.7417,-15.666,-21.227,-0.357655,-4.53608,0.383333,-99.6168,9.0178e-09,50.6211,0.0,0.00416667,1.0,0.00416667
186,Rust Press / SUSTAIN,INDUSTRIAL,SUSTAIN,1,1,0.919234,0.0848338,11.8222,0.0,7.19794e-11,-8.49255,-9.08138,-8.44003,-13.5325,-16.892,-19.7556,-1.96064,-6.30518,0.436111,-99.4064,-1.46912e-08,50.7296,0.0,0.0,1.0,0.0
187,Broken Piston / SUSTAIN,INDUSTRIAL,SUSTAIN,1,1,0.922571,0.0829796,12.014,0.00208333,-4.50783e-09,-9.14227,-10.9923,-9.19177,-13.0548,-15.6268,-21.9591,-1.22971,-4.48681,0.313889,-100.951,-6.35167e-08,50.6871,0.0,0.00208333,1.0,0.00208333
188,Machine Teeth / SUSTAIN,INDUSTRIAL,SUSTAIN,1,1,0.921555,0.0830487,11.9847,0.0,2.08806e-09,-8.66438,-9.89374,-8.80861,-13.4754,-16.3626,-20.7996,-1.66352,-5.79,0.327778,-100.591,3.1092e-09,50.728,0.0,0.0,1.0,0.0
189,Underground Unit / SUSTAIN,INDUSTRIAL,SUSTAIN,1,1,0.922571,0.0880779,11.5427,0.0145833,-8.29961e-08,-8.49486,-9.92006,-8.39521,-12.7721,-15.7446,-20.3853,-0.800442,-4.92579,0.433333,-99.595,1.12325e-07,50.7606,0.0,0.0145833,1.0,0.0145833
190,Industrial Clean / MUTANT,INDUSTRIAL,MUTANT,1,1,0.915165,0.0719288,12.6808,0.0,3.8237e-09,-8.97263,-9.95696,-9.30702,-14.3787,-18.2184,-20.3447,-2.41182,-7.76204,0.325,-133.981,-1.33576e-09,67.3432,0.0,0.0,1.0,0.0
191,Reactor Core / MUTANT,INDUSTRIAL,MUTANT,1,1,0.913974,0.0742539,12.6827,0.0,-3.93041e-09,-9.04322,-9.85883,-9.32682,-14.7655,-17.765,-20.0933,-2.74101,-7.39539,0.297222,-103.201,-7.04849e-08,50.6856,0.0,0.0,1.0,0.0
192,Black Foundry / MUTANT,INDUSTRIAL,MUTANT,1,1,0.921488,0.0750363,12.6626,0.0,5.94703e-09,-9.06878,-10.7051,-9.40938,-14.097,-17.3065,-20.9713,-1.64545,-6.26403,0.266667,-103.394,1.42684e-08,50.6745,0.0,0.0,1.0,0.0
193,Steel Chamber / MUTANT,INDUSTRIAL,MUTANT,1,1,0.917502,0.0759329,12.5208,0.0,-4.30874e-10,-8.74677,-10.0783,-9.06331,-14.41,-17.6275,-20.166,-1.95149,-6.79963,0.280556,-103.039,3.8119e-08,50.6875,0.0,0.0,1.0,0.0
194,Container Impact / MUTANT,INDUSTRIAL,MUTANT,1,1,0.922193,0.0765671,12.3099,0.0,-5.64726e-09,-8.54484,-10.081,-9.01019,-13.8796,-17.1111,-20.6907,-1.99174,-6.91965,0.363889,-129.648,-2.63353e-09,66.0968,0.0,0.0,1.0,0.0
195,Factory Floor / MUTANT,INDUSTRIAL,MUTANT,1,1,0.920663,0.0777929,12.1009,0.0,2.82207e-09,-8.48164,-9.93933,-8.73066,-13.4081,-17.3574,-20.5763,-0.983912,-6.23671,0.391667,-131.527,3.07003e-09,66.8537,0.0,0.0,1.0,0.0
196,Rust Press / MUTANT,INDUSTRIAL,MUTANT,1,1,0.919412,0.0788938,12.072,0.0,-5.79127e-10,-8.37664,-8.91303,-8.4643,-14.2246,-17.6563,-19.0988,-2.46961,-7.58137,0.427778,-122.789,-2.16292e-09,62.534,0.0,0.0,1.0,0.0
197,Broken Piston / MUTANT,INDUSTRIAL,MUTANT,1,1,0.922571,0.0776223,12.3223,0.00208333,9.31118e-09,-9.06446,-10.9268,-9.24757,-13.4607,-16.5041,-21.6668,-1.20218,-5.55563,0.313889,-116.585,-5.19716e-09,58.6828,0.0,0.00208333,1.0,0.00208333
198,Machine Teeth / MUTANT,INDUSTRIAL,MUTANT,1,1,0.919474,0.0803113,12.0843,0.0,6.94102e-10,-8.51291,-9.94695,-8.8756,-13.6065,-16.7439,-20.6027,-1.64481,-6.28567,0.358333,-108.958,-7.57079e-09,54.9324,0.0,0.0,1.0,0.0
199,Underground Unit / MUTANT,INDUSTRIAL,MUTANT,1,1,0.919563,0.0820621,11.7746,0.0,1.64011e-09,-8.34464,-9.84279,-8.49187,-12.9908,-16.7665,-20.1247,-0.935083,-5.51645,0.436111,-117.39,-4.13522e-09,59.429,0.0,0.0,1.0,0.0
200,Rave Foundation,RAVE,CORE,1,1,0.918313,0.0847434,11.0026,0.0,-8.16749e-10,-7.33208,-5.14876,-7.68408,-13.647,-20.9081,-14.6685,-3.91294,-12.5573,0.591667,-300.0,0.0,0.0,0.0,0.0,1.0,0.0
201,Saw Pressure,RAVE,CORE,1,1,0.919667,0.0888968,10.6376,0.0,-6.10958e-09,-7.13241,-5.08502,-7.69939,-12.8375,-18.425,-14.9128,-3.71166,-10.692,0.661111,-300.0,0.0,0.0,0.0,0.0,1.0,0.0
202,Warehouse Rave,RAVE,CORE,1,1,0.922571,0.0931299,10.2206,0.0270833,-5.32537e-08,-6.34448,-4.62703,-7.13755,-12.2555,-19.3503,-14.3259,-3.07328,-10.9071,1.28611,-300.0,0.0,0.0,0.0270833,0.0,1.0,0.0270833
203,Red Strobe,RAVE,CORE,1,1,0.921519,0.0869946,10.8072,0.0,9.17689e-09,-7.31656,-5.20003,-7.39594,-13.1954,-20.0402,-14.9895,-3.46336,-11.7972,0.586111,-300.0,0.0,0.0,0.0,0.0,1.0,0.0
204,Rave Saw,RAVE,CORE,1,1,0.920654,0.0878754,10.7491,0.0,6.20666e-09,-7.30869,-5.11831,-7.71657,-12.9655,-18.903,-14.8894,-3.53537,-10.5821,0.536111,-300.0,0.0,0.0,0.0,0.0,1.0,0.0
205,Overdrive 1999,RAVE,CORE,1,1,0.914429,0.084472,11.0429,0.0,7.05114e-09,-8.45977,-6.07702,-7.68971,-13.0931,-18.5432,-15.9307,-3.4711,-10.4888,0.205556,-300.0,0.0,0.0,0.0,0.0,1.0,0.0
206,Neon Tunnel,RAVE,CORE,1,1,0.922571,0.0894965,10.5636,0.0104167,-6.15624e-09,-6.72535,-4.94477,-7.27015,-12.7258,-20.4137,-15.1232,-3.15661,-12.1307,0.830556,-300.0,0.0,0.0,0.0104167,0.0,1.0,0.0104167
207,Acid Hammer,RAVE,CORE,1,1,0.922571,0.09388,10.149,0.0395833,-1.25677e-07,-6.05801,-4.60559,-7.12439,-12.0969,-19.454,-14.5123,-2.87518,-10.9222,1.34444,-300.0,0.0,0.0,0.0395833,0.0,1.0,0.0395833
208,Alarm State,RAVE,CORE,1,1,0.922277,0.0912564,10.4018,0.0,-2.72368e-09,-7.5797,-5.36014,-7.05691,-12.1504,-18.2271,-15.6831,-3.22865,-10.4261,0.725,-300.0,0.0,0.0,0.0,0.0,1.0,0.0
209,Belgian Basement,RAVE,CORE,1,1,0.922571,0.0939181,10.1604,0.0104167,-8.18878e-09,-6.90625,-5.13255,-6.87019,-12.0775,-17.7506,-15.5027,-2.74409,-9.90618,0.952778,-300.0,0.0,0.0,0.0104167,0.0,1.0,0.0104167
210,Rave Foundation / TIGHT,RAVE,TIGHT,1,1,0.915462,0.0803069,11.4374,0.0,2.07432e-09,-7.86298,-5.35074,-8.02282,-14.1065,-24.1674,-15.3519,-4.34988,-15.9965,0.352778,-300.0,0.0,0.0,0.0,0.0,1.0,0.0
211,Saw Pressure / TIGHT,RAVE,TIGHT,1,1,0.917625,0.0825472,11.2189,0.0,-4.19897e-09,-7.73803,-5.40305,-8.04862,-13.336,-21.711,-15.6671,-4.43384,-14.4044,0.427778,-300.0,0.0,0.0,0.0,0.0,1.0,0.0
212,Warehouse Rave / TIGHT,RAVE,TIGHT,1,1,0.922571,0.0889621,10.6155,0.0145833,-3.15397e-08,-6.64441,-4.79683,-7.25229,-12.798,-22.5247,-14.7332,-3.57978,-14.1574,0.955556,-300.0,0.0,0.0,0.0166667,-0.002083399999999999,1.0,0.0145833
213,Red Strobe / TIGHT,RAVE,TIGHT,1,1,0.91953,0.0819825,11.2965,0.0,-2.71933e-09,-7.7954,-5.60145,-7.60811,-13.6457,-23.8299,-15.6665,-4.02279,-15.4182,0.455556,-300.0,0.0,0.0,0.0,0.0,1.0,0.0
214,Rave Saw / TIGHT,RAVE,TIGHT,1,1,0.916779,0.081443,11.3279,0.0,2.82156e-10,-7.86928,-5.42531,-8.07627,-13.6666,-22.0878,-15.4943,-4.32703,-14.0619,0.305556,-300.0,0.0,0.0,0.0,0.0,1.0,0.0
215,Overdrive 1999 / TIGHT,RAVE,TIGHT,1,1,0.906817,0.0788358,11.5156,0.0,-2.73635e-09,-8.79069,-6.28489,-7.93257,-13.7252,-21.7253,-16.5276,-4.14725,-13.5521,0.180556,-300.0,0.0,0.0,0.0,0.0,1.0,0.0
216,Neon Tunnel / TIGHT,RAVE,TIGHT,1,1,0.922571,0.0857903,10.9309,0.00208333,-5.28425e-09,-7.18691,-5.27342,-7.40792,-13.0206,-22.8836,-15.4984,-3.78284,-14.5984,0.663889,-300.0,0.0,0.0,0.0,0.00208333,1.0,0.00208333
217,Acid Hammer / TIGHT,RAVE,TIGHT,1,1,0.922571,0.0905553,10.4614,0.025,-7.72219e-08,-6.35987,-4.66355,-7.28803,-12.4867,-21.8259,-14.8063,-3.42046,-13.8837,1.05833,-300.0,0.0,0.0,0.0270833,-0.0020832999999999997,1.0,0.025
218,Alarm State / TIGHT,RAVE,TIGHT,1,1,0.921672,0.0858442,10.9169,0.0,-3.5293e-09,-8.01759,-5.5238,-7.32191,-12.6304,-21.8206,-16.3699,-3.61738,-14.2309,0.625,-300.0,0.0,0.0,0.0,0.0,1.0,0.0
219,Belgian Basement / TIGHT,RAVE,TIGHT,1,1,0.922571,0.0876436,10.7452,0.00833333,-1.67659e-08,-7.4923,-5.27179,-7.28484,-12.4468,-21.7053,-16.0348,-3.81799,-14.071,0.827778,-300.0,0.0,0.0,0.00416667,0.00416666,1.0,0.00833333
220,Rave Foundation / HEAVY,RAVE,HEAVY,1,1,0.922571,0.0870719,10.8575,0.0333333,-2.29547e-07,-7.22556,-5.10844,-7.54838,-13.492,-19.5724,-14.5507,-3.52895,-11.1576,0.616667,-300.0,4.1467e-34,0.0,0.0,0.0333333,0.25,0.008333325
221,Saw Pressure / HEAVY,RAVE,HEAVY,1,1,0.922571,0.0911761,10.49,0.0208333,-2.62352e-07,-6.76957,-4.86982,-7.5323,-12.8403,-18.1737,-14.5991,-3.27554,-10.1958,0.877778,-300.0,4.1467e-34,0.0,0.0,0.0208333,0.25,0.005208325
222,Warehouse Rave / HEAVY,RAVE,HEAVY,1,1,0.922571,0.094093,10.1796,0.0479167,-4.89866e-07,-6.39798,-4.62734,-7.21828,-12.2818,-18.3122,-14.2788,-2.82359,-9.76428,1.31944,-300.0,4.1467e-34,0.0,0.025,0.022916699999999998,0.25,0.030729175
223,Red Strobe / HEAVY,RAVE,HEAVY,1,1,0.922571,0.0895201,10.6211,0.0875,-1.00076e-06,-7.09042,-4.95579,-7.32361,-13.1303,-19.1336,-14.7712,-2.86992,-10.4277,0.736111,-300.0,4.1467e-34,0.0,0.0,0.0875,0.25,0.021875
224,Rave Saw / HEAVY,RAVE,HEAVY,1,1,0.922571,0.0894786,10.64,0.0291667,-2.50776e-07,-7.05227,-4.97309,-7.5578,-12.9987,-18.7318,-14.6314,-3.17362,-10.3087,0.686111,-300.0,4.1467e-34,0.0,0.0,0.0291667,0.25,0.007291675
225,Overdrive 1999 / HEAVY,RAVE,HEAVY,1,1,0.910347,0.0871108,10.7634,0.0,-2.0681e-09,-8.00448,-5.76943,-7.41878,-13.0622,-18.3189,-15.4841,-3.15263,-10.0555,0.430556,-300.0,4.1467e-34,0.0,0.0,0.0,0.25,0.0
226,Neon Tunnel / HEAVY,RAVE,HEAVY,0,1,0.922571,0.0913764,10.4128,0.125,-7.70434e-07,-6.76155,-4.8637,-7.23848,-12.7143,-18.6775,-14.8778,-3.08071,-10.3793,0.902778,-300.0,4.1467e-34,0.0,0.00833333,0.11666667,0.25,0.0374999975
227,Acid Hammer / HEAVY,RAVE,HEAVY,0,1,0.922571,0.0952661,10.0648,0.2125,-2.0915e-06,-6.12816,-4.57698,-7.09299,-12.2018,-18.1465,-14.4959,-2.50143,-9.56916,1.35556,-300.0,4.1467e-34,0.0,0.0395833,0.17291669999999998,0.25,0.082812475
228,Alarm State / HEAVY,RAVE,HEAVY,1,1,0.922571,0.0948196,10.1518,0.00833333,-2.08097e-08,-7.15547,-5.12069,-6.97769,-12.0831,-17.1052,-15.2286,-2.76173,-9.06968,0.894444,-300.0,4.1467e-34,0.0,0.00625,0.0020833299999999996,0.25,0.006770832500000001
229,Belgian Basement / HEAVY,RAVE,HEAVY,0,1,0.922571,0.0965328,10.0126,0.1375,-1.78698e-06,-6.71704,-4.80883,-7.00616,-12.0005,-17.0298,-15.1504,-2.44706,-8.74633,1.10556,-300.0,4.1467e-34,0.0,0.01875,0.11875000000000001,0.25,0.0484375
230,Rave Foundation / SUSTAIN,RAVE,SUSTAIN,1,1,0.901947,0.083914,11.0006,0.0,3.26518e-09,-8.205,-5.72786,-7.92675,-13.4365,-18.9471,-15.3313,-3.78424,-10.8765,0.269444,-300.0,5.0858e-22,105.955,0.0,0.0,1.0,0.0
231,Saw Pressure / SUSTAIN,RAVE,SUSTAIN,1,1,0.905992,0.0870065,10.7421,0.0,4.63547e-09,-8.06378,-5.74503,-7.87697,-12.7925,-17.6462,-15.5418,-4.04291,-10.4229,0.372222,-300.0,5.0858e-22,105.955,0.0,0.0,1.0,0.0
232,Warehouse Rave / SUSTAIN,RAVE,SUSTAIN,1,1,0.922571,0.0940594,10.2232,0.0333333,-1.79887e-07,-7.00943,-4.9088,-7.16912,-12.316,-17.3651,-14.8026,-2.87974,-9.1341,0.866667,-300.0,5.0858e-22,105.955,0.00208333,0.031249970000000002,1.0,0.0333333
233,Red Strobe / SUSTAIN,RAVE,SUSTAIN,1,1,0.922571,0.0862654,10.9681,0.00208333,7.09306e-10,-8.34568,-5.85323,-7.60885,-13.0258,-18.1211,-15.7308,-3.34864,-10.1398,0.219444,-300.0,5.0858e-22,105.955,0.0,0.00208333,1.0,0.00208333
234,Rave Saw / SUSTAIN,RAVE,SUSTAIN,1,1,0.922141,0.0850656,11.081,0.0,-4.43401e-10,-8.30275,-5.70603,-7.88929,-13.3192,-18.1604,-15.7026,-3.675,-10.4062,0.177778,-300.0,5.0858e-22,105.955,0.0,0.0,1.0,0.0
235,Overdrive 1999 / SUSTAIN,RAVE,SUSTAIN,1,1,0.876853,0.0822153,10.9495,0.0,-9.22511e-10,-9.27031,-6.72173,-7.93006,-13.2652,-17.8996,-16.7015,-3.50661,-9.93142,0.280556,-300.0,5.0858e-22,105.955,0.0,0.0,1.0,0.0
236,Neon Tunnel / SUSTAIN,RAVE,SUSTAIN,1,1,0.922571,0.0909951,10.5083,0.00208333,-3.8545e-09,-7.56877,-5.32092,-7.4105,-12.4832,-17.4636,-15.6148,-3.07501,-9.47618,0.586111,-300.0,5.0858e-22,105.955,0.0,0.00208333,1.0,0.00208333
237,Acid Hammer / SUSTAIN,RAVE,SUSTAIN,1,1,0.922571,0.0957266,10.0795,0.04375,-2.06267e-07,-6.70812,-4.81101,-7.22136,-11.9891,-17.0625,-14.9439,-2.76781,-8.91884,0.894444,-300.0,5.0858e-22,105.955,0.0145833,0.029166699999999997,1.0,0.04375
238,Alarm State / SUSTAIN,RAVE,SUSTAIN,1,1,0.922571,0.092864,10.3562,0.0145833,-3.57707e-08,-8.29184,-5.8781,-7.23332,-11.8359,-16.3442,-16.1964,-3.19485,-8.94324,0.397222,-300.0,5.0858e-22,105.955,0.0,0.0145833,1.0,0.0145833
239,Belgian Basement / SUSTAIN,RAVE,SUSTAIN,1,1,0.922571,0.0948488,10.182,0.00625,-1.38477e-08,-7.88199,-5.68388,-7.05136,-11.8427,-16.0402,-16.059,-3.11177,-8.85741,0.669444,-300.0,5.0858e-22,105.955,0.0,0.00625,1.0,0.00625
240,Rave Foundation / MUTANT,RAVE,MUTANT,1,1,0.917544,0.0824875,11.2249,0.0,-1.80707e-09,-7.90808,-5.37015,-8.00987,-13.5077,-21.2486,-15.4644,-4.03434,-13.3153,0.294444,-300.0,1.14574e-36,0.0,0.0,0.0,1.0,0.0
241,Saw Pressure / MUTANT,RAVE,MUTANT,1,1,0.920292,0.0869839,10.8074,0.0,2.30312e-09,-7.62455,-5.3288,-7.85347,-12.7227,-18.6688,-15.5734,-3.89728,-11.1615,0.486111,-300.0,1.14574e-36,0.0,0.0,0.0,1.0,0.0
242,Warehouse Rave / MUTANT,RAVE,MUTANT,1,1,0.922571,0.0906932,10.4481,0.00833333,-3.34258e-08,-6.69212,-4.82765,-7.26636,-12.4338,-20.1611,-14.9007,-3.2838,-12.1988,0.938889,-300.0,1.14574e-36,0.0,0.0145833,-0.0062499700000000005,1.0,0.00833333
243,Red Strobe / MUTANT,RAVE,MUTANT,1,1,0.920805,0.0839014,11.1083,0.0,1.23522e-10,-7.95524,-5.70958,-7.61461,-13.158,-20.5492,-15.8382,-3.70287,-12.7767,0.391667,-300.0,1.14574e-36,0.0,0.0,0.0,1.0,0.0
244,Rave Saw / MUTANT,RAVE,MUTANT,1,1,0.918314,0.0845623,11.0379,0.0,2.17167e-09,-7.93844,-5.54695,-7.8877,-13.1995,-19.1628,-15.671,-3.9272,-11.3047,0.288889,-300.0,1.14574e-36,0.0,0.0,0.0,1.0,0.0
245,Overdrive 1999 / MUTANT,RAVE,MUTANT,1,1,0.910264,0.0834463,11.0833,0.0,4.58946e-09,-8.67746,-6.115,-7.82553,-13.0796,-18.6271,-16.5229,-3.52535,-10.7077,0.205556,-300.0,1.14574e-36,0.0,0.0,0.0,1.0,0.0
246,Neon Tunnel / MUTANT,RAVE,MUTANT,1,1,0.922571,0.0866342,10.8458,0.00416667,-2.92937e-09,-7.26905,-5.27867,-7.33592,-12.9054,-21.7355,-15.5939,-3.74975,-13.805,0.655556,-300.0,1.14574e-36,0.0,0.0,0.00416667,1.0,0.00416667
247,Acid Hammer / MUTANT,RAVE,MUTANT,1,1,0.922571,0.0921275,10.3118,0.05,-1.3894e-07,-6.36837,-4.68453,-7.29642,-12.1076,-20.2434,-14.9659,-3.24825,-12.2613,1.04167,-300.0,1.14574e-36,0.0,0.0291667,0.020833300000000003,1.0,0.05
248,Alarm State / MUTANT,RAVE,MUTANT,1,1,0.922571,0.0894624,10.5679,0.0104167,-1.79486e-08,-7.86897,-5.4193,-7.26495,-12.1406,-18.8663,-16.2339,-3.27492,-11.389,0.661111,-300.0,1.14574e-36,0.0,0.0,0.0104167,1.0,0.0104167
249,Belgian Basement / MUTANT,RAVE,MUTANT,1,1,0.922571,0.0908845,10.4321,0.00208333,-2.2399e-09,-7.62613,-5.36815,-7.22444,-11.9475,-18.3784,-16.1362,-3.50104,-11.1522,0.791667,-300.0,1.14574e-36,0.0,0.0,0.00208333,1.0,0.00208333
