index,name,family,bank,technical,residual,peak,rms,crest075_db,safety_hit_pct,dc,w0_30_db,w30_80_db,w80_180_db,w180_400_db,w400_750_db,low80_180_db,low180_400_rel_db,low400_750_rel_db,near_peak90_075_pct,tail_rms_db,tail_mean,decay_drop_db
215,Overdrive 1999 / TIGHT,RAVE,TIGHT,1,1,0.907271,0.0800907,11.3859,0,-9.19766e-10,-8.80054,-6.28074,-7.89628,-13.5546,-20.3827,-16.4707,-3.96771,-12.2941,0.180556,-300,0,0
216,Neon Tunnel / TIGHT,RAVE,TIGHT,1,1,0.922571,0.0868533,10.8239,0.00416667,-8.3995e-10,-6.97421,-5.15144,-7.36432,-12.9001,-22.6907,-15.3765,-3.59551,-14.3524,0.747222,-300,0,0
217,Acid Hammer / TIGHT,RAVE,TIGHT,1,1,0.922571,0.0913317,10.3872,0.0354167,-9.45478e-08,-6.20291,-4.62605,-7.22978,-12.3866,-21.744,-14.702,-3.29249,-13.6976,1.175,-300,0,0
218,Alarm State / TIGHT,RAVE,TIGHT,1,1,0.92201,0.0865051,10.8535,0,-4.05041e-09,-8.00137,-5.4929,-7.33,-12.508,-21.1719,-16.3057,-3.56375,-13.5975,0.627778,-300,0,0
219,Belgian Basement / TIGHT,RAVE,TIGHT,1,1,0.922571,0.0896961,10.5442,0.00833333,-2.56031e-09,-7.22841,-5.18587,-7.13088,-12.2641,-20.5731,-15.8041,-3.52497,-12.9118,0.830556,-300,0,0
220,Rave Foundation / HEAVY,RAVE,HEAVY,1,1,0.919737,0.0867319,10.8412,0,-2.33164e-09,-7.13128,-5.06111,-7.56261,-13.5138,-19.9379,-14.504,-3.6125,-11.6193,0.686111,-300,0,0
221,Saw Pressure / HEAVY,RAVE,HEAVY,1,1,0.921727,0.0915387,10.4447,0,2.80605e-09,-6.79303,-4.95001,-7.49401,-12.6914,-17.9596,-14.6403,-3.32286,-10.1643,0.938889,-300,0,0
222,Warehouse Rave / HEAVY,RAVE,HEAVY,1,1,0.922571,0.0937899,10.1835,0.025,-5.88161e-08,-6.36562,-4.67281,-7.1074,-12.2881,-18.6615,-14.2742,-2.94849,-10.0625,1.33611,-300,0,0
223,Red Strobe / HEAVY,RAVE,HEAVY,1,1,0.922571,0.0894434,10.6064,0.00208333,9.1533e-10,-7.02235,-5.08148,-7.22916,-12.9946,-19.3369,-14.7599,-3.12862,-10.7256,0.744444,-300,0,0
224,Rave Saw / HEAVY,RAVE,HEAVY,1,1,0.922235,0.0898785,10.5996,0,7.03357e-09,-7.0222,-4.99322,-7.55021,-12.8687,-18.6023,-14.6435,-3.29586,-10.1466,0.744444,-300,0,0
225,Overdrive 1999 / HEAVY,RAVE,HEAVY,1,1,0.917842,0.087497,10.7971,0,1.41157e-09,-7.99597,-5.77611,-7.43425,-12.8609,-18.3088,-15.5297,-3.21508,-10.0709,0.352778,-300,0,0
226,Neon Tunnel / HEAVY,RAVE,HEAVY,1,1,0.922571,0.0912991,10.4008,0.0125,-2.56462e-08,-6.62677,-4.92231,-7.17486,-12.5933,-19.0912,-15.0062,-2.90257,-10.6817,0.941667,-300,0,0
227,Acid Hammer / HEAVY,RAVE,HEAVY,1,1,0.922571,0.0949805,10.0675,0.04375,-1.47016e-07,-6.03206,-4.61218,-7.07977,-12.1525,-18.3725,-14.4482,-2.71032,-9.90967,1.33889,-300,0,0
228,Alarm State / HEAVY,RAVE,HEAVY,1,1,0.922571,0.0943439,10.1573,0.0104167,-1.22448e-08,-7.14988,-5.23815,-6.84451,-12.0461,-17.3794,-15.4309,-2.63661,-9.27941,0.830556,-300,0,0
229,Belgian Basement / HEAVY,RAVE,HEAVY,1,1,0.922571,0.0963047,9.99697,0.0208333,-4.50707e-08,-6.64386,-4.94332,-6.87392,-11.9669,-17.0927,-15.164,-2.64743,-8.95345,1.1,-300,0,0
230,Rave Foundation / SUSTAIN,RAVE,SUSTAIN,1,1,0.915072,0.0859039,10.9179,0,8.66988e-09,-7.71703,-5.354,-7.77174,-13.3438,-19.1083,-14.9974,-3.60923,-10.8058,0.405556,-300,0,0
231,Saw Pressure / SUSTAIN,RAVE,SUSTAIN,1,1,0.917109,0.0890421,10.6476,0,2.33467e-10,-7.66818,-5.46192,-7.71712,-12.6479,-17.5722,-15.2579,-3.85324,-10.2406,0.425,-300,0,0
232,Warehouse Rave / SUSTAIN,RAVE,SUSTAIN,1,1,0.922571,0.0952672,10.0964,0.01875,-3.2864e-08,-6.63159,-4.75788,-7.06469,-12.1814,-17.4965,-14.5848,-2.75063,-9.06551,1.11667,-300,0,0
233,Red Strobe / SUSTAIN,RAVE,SUSTAIN,1,1,0.919358,0.0883463,10.7257,0,-2.946e-09,-7.75612,-5.49355,-7.42311,-12.941,-18.2669,-15.3492,-3.1718,-10.0592,0.447222,-300,0,0
234,Rave Saw / SUSTAIN,RAVE,SUSTAIN,1,1,0.918291,0.0877143,10.778,0,3.43331e-09,-7.72976,-5.33503,-7.68066,-13.1336,-18.0977,-15.3144,-3.41553,-10.0989,0.425,-300,0,0
235,Overdrive 1999 / SUSTAIN,RAVE,SUSTAIN,1,1,0.888548,0.0831752,10.9637,0,-1.55038e-09,-9.10325,-6.5633,-7.85212,-13.1975,-17.8236,-16.5599,-3.49583,-9.92411,0.263889,-300,0,0
236,Neon Tunnel / SUSTAIN,RAVE,SUSTAIN,1,1,0.922571,0.0917145,10.3976,0.00208333,3.42226e-09,-7.08702,-5.15416,-7.2623,-12.3973,-17.9024,-15.3388,-2.98677,-9.73598,0.763889,-300,0,0
237,Acid Hammer / SUSTAIN,RAVE,SUSTAIN,1,1,0.922571,0.0963537,9.99121,0.0333333,-8.22675e-08,-6.32796,-4.74174,-7.08624,-11.9143,-17.3257,-14.7786,-2.57433,-8.9555,1.125,-300,0,0
238,Alarm State / SUSTAIN,RAVE,SUSTAIN,1,1,0.920514,0.0934695,10.2768,0,-3.81235e-10,-8.12939,-5.70217,-7.19966,-11.7888,-16.4468,-16.1273,-3.04121,-8.92735,0.533333,-300,0,0
239,Belgian Basement / SUSTAIN,RAVE,SUSTAIN,1,1,0.922571,0.0963253,10.043,0.00416667,-2.04454e-09,-7.34439,-5.35006,-6.9334,-11.8237,-16.2121,-15.7233,-2.82972,-8.65861,0.794444,-300,0,0
240,Rave Foundation / MUTANT,RAVE,MUTANT,1,1,0.91759,0.0828585,11.187,0,-3.52589e-09,-7.53155,-5.34126,-7.86213,-13.7996,-21.2894,-14.9539,-4.18307,-13.4518,0.352778,-300,0,0
241,Saw Pressure / MUTANT,RAVE,MUTANT,1,1,0.917576,0.0863173,10.8534,0,1.15562e-08,-7.50327,-5.32779,-7.93018,-12.981,-18.7125,-15.3974,-3.99829,-11.4975,0.491667,-300,0,0
242,Warehouse Rave / MUTANT,RAVE,MUTANT,1,1,0.922571,0.0901225,10.503,0.0125,-3.1309e-08,-6.626,-4.65746,-7.47041,-12.5789,-20.4339,-14.5921,-3.33929,-12.4119,1.01111,-300,0,0
243,Red Strobe / MUTANT,RAVE,MUTANT,1,1,0.920351,0.0844362,11.0495,0,-2.4374e-09,-7.65571,-5.36489,-7.66736,-13.3842,-20.6654,-15.3168,-3.86145,-12.897,0.486111,-300,0,0
244,Rave Saw / MUTANT,RAVE,MUTANT,1,1,0.919141,0.0853095,10.9732,0,4.17471e-09,-7.63578,-5.30311,-7.98089,-13.1358,-19.2922,-15.2879,-3.80805,-11.4054,0.405556,-300,0,0
245,Overdrive 1999 / MUTANT,RAVE,MUTANT,1,1,0.913268,0.0826771,11.1964,0,2.10748e-09,-8.61569,-6.21791,-7.93053,-13.1327,-18.7928,-16.3213,-3.6198,-11.0259,0.202778,-300,0,0
246,Neon Tunnel / MUTANT,RAVE,MUTANT,1,1,0.922571,0.0870619,10.8031,0.00416667,-2.93018e-09,-7.02126,-5.01196,-7.51429,-12.9419,-21.5759,-15.2874,-3.72917,-13.6729,0.738889,-300,0,0
247,Acid Hammer / MUTANT,RAVE,MUTANT,1,1,0.922571,0.0915018,10.371,0.03125,-9.68916e-08,-6.27876,-4.6493,-7.29013,-12.4103,-20.5177,-14.7696,-3.11115,-12.3775,1.15,-300,0,0
248,Alarm State / MUTANT,RAVE,MUTANT,1,1,0.921997,0.0890251,10.6064,0,-6.37267e-09,-7.81735,-5.53021,-7.23005,-12.292,-18.8199,-16.0255,-3.54031,-11.4993,0.680556,-300,0,0
249,Belgian Basement / MUTANT,RAVE,MUTANT,1,1,0.922571,0.0913605,10.3882,0.00416667,-8.36891e-09,-7.28068,-5.26174,-7.08759,-12.2073,-18.3724,-15.7819,-3.37554,-11.1006,0.85,-300,0,0
